region_id,city,movie_id,views,engagement_score,revenue_usd,month
3966,San Francisco,8,387395,4.23,751037.22,2025-04
3967,Chicago,8,73629,2.1,137786.77,2024-08
3968,Phoenix,5,446300,5.74,90090.81,2024-09
3969,Seattle,4,144141,8.26,1792238.45,2024-11
3970,Chicago,2,56153,8.61,544612.42,2024-10
3971,Houston,10,145361,7.96,1847485.37,2025-04
3972,Los Angeles,3,279339,7.51,1675363.87,2025-04
3973,Miami,10,38517,6.94,1648746.21,2025-01
3974,Phoenix,9,39604,2.68,116552.78,2024-10
3975,Houston,9,298427,3.04,290684.43,2025-01
3976,New York,9,447291,5.28,666745.6,2024-09
3977,Houston,4,61220,8.47,87572.51,2024-09
3978,Boston,1,40334,6.18,1521992.39,2024-08
3979,Phoenix,7,345346,8.58,1376330.59,2024-11
3980,Miami,2,384902,6.31,1263857.85,2025-04
3981,Boston,4,273052,3.9,1911047.1,2024-08
3982,Seattle,3,270297,9.67,761908.81,2024-12
3983,Los Angeles,2,403457,2.28,1448465.0,2024-12
3984,Los Angeles,1,395278,3.96,1095704.62,2024-12
3985,Miami,8,286651,3.15,717803.43,2024-09
3986,Miami,1,140694,9.18,734421.49,2025-02
3987,San Francisco,3,60240,7.65,1369220.8,2025-04
3988,Denver,4,445643,5.81,244554.49,2024-08
3989,Boston,8,196448,2.47,1489396.48,2025-01
3990,Denver,9,260528,7.73,49450.18,2025-03
3991,Los Angeles,8,396439,5.78,1962579.72,2024-12
3992,Houston,1,392209,9.62,1510574.92,2024-08
3993,Phoenix,7,494633,2.86,749278.73,2025-03
3994,Boston,6,17590,7.63,291177.7,2025-01
3995,Seattle,4,130754,5.71,1159510.92,2024-10
3996,Seattle,4,121924,7.35,624515.68,2024-11
3997,Houston,9,182452,8.88,1345812.26,2024-10
3998,Miami,10,129794,7.94,1913331.95,2024-11
3999,Phoenix,9,79127,7.2,723526.43,2024-12
4000,Seattle,3,178279,3.76,1432863.12,2024-11
4001,New York,1,365704,1.05,1000992.21,2024-11
4002,New York,6,314889,1.81,685486.82,2025-03
4003,Los Angeles,1,246929,7.64,812289.5,2025-02
4004,San Francisco,3,145616,8.5,504990.46,2024-07
4005,New York,8,359047,6.11,1771452.1,2025-04
4006,Boston,2,82384,1.7,402094.37,2024-09
4007,Los Angeles,6,40147,6.29,1572052.17,2024-09
4008,Phoenix,5,211785,2.27,1703876.89,2024-09
4009,Denver,8,437163,6.64,546532.67,2024-11
4010,Houston,6,346,7.78,1478203.67,2024-08
4011,Chicago,7,494857,9.3,1257178.88,2024-08
4012,New York,9,493278,8.96,1042092.71,2024-07
4013,Seattle,8,309888,2.94,357662.47,2025-04
4014,Los Angeles,4,204289,6.06,390921.81,2024-07
4015,Seattle,1,115051,4.91,1113296.38,2025-01
4016,Seattle,9,184440,7.12,804426.45,2024-09
4017,New York,9,356089,2.45,1680606.84,2025-04
4018,Miami,6,183386,9.09,1146566.15,2025-01
4019,Miami,10,353792,6.08,844468.06,2024-11
4020,San Francisco,7,230253,2.68,1444911.68,2025-04
4021,Chicago,5,395778,7.54,993420.77,2025-04
4022,Boston,6,495429,8.08,587013.0,2024-07
4023,New York,2,328610,1.65,1718790.46,2024-08
4024,Miami,1,90640,6.91,799328.32,2024-08
4025,San Francisco,5,21942,1.49,807921.69,2024-07
4026,Los Angeles,4,354242,2.05,595015.38,2025-04
4027,Denver,6,111250,9.18,431411.87,2024-12
4028,Miami,3,476541,6.24,1266923.36,2025-01
4029,New York,3,92396,7.66,576832.37,2024-12
4030,Miami,4,88076,2.06,370316.29,2025-03
4031,Phoenix,6,159270,4.17,1404918.73,2025-01
4032,San Francisco,2,418929,7.24,1469896.7,2024-07
4033,Los Angeles,7,123950,7.76,424060.08,2025-04
4034,Houston,6,496564,6.52,786096.7,2024-11
4035,San Francisco,9,430844,9.42,1548895.03,2024-08
4036,Chicago,7,345546,6.27,915712.28,2024-11
4037,Los Angeles,1,246176,3.57,48204.97,2024-07
4038,San Francisco,2,383771,7.22,1972679.59,2025-04
4039,New York,5,264349,9.71,278440.78,2024-12
4040,Denver,1,141947,7.83,1900039.06,2024-09
4041,Los Angeles,8,15349,8.85,1995894.72,2024-12
4042,Los Angeles,9,133971,4.28,806087.59,2024-12
4043,Houston,1,483001,8.18,125037.85,2024-10
4044,New York,2,163332,6.64,1858831.9,2024-09
4045,Phoenix,5,42248,7.45,346753.99,2024-12
4046,Los Angeles,6,120058,5.55,759952.71,2025-02
4047,Los Angeles,4,218400,4.13,1564741.55,2025-02
4048,Seattle,7,441332,4.78,50144.85,2024-07
4049,San Francisco,10,160428,4.49,1560381.5,2024-10
4050,Los Angeles,9,158230,4.49,95522.97,2025-01
4051,Phoenix,7,388595,8.12,1602123.44,2025-04
4052,Seattle,2,260162,5.31,763854.0,2024-07
4053,Denver,5,452106,8.32,1443916.8,2024-10
4054,New York,5,494868,6.68,1261953.88,2024-11
4055,Boston,8,385382,5.01,139458.31,2024-08
4056,Los Angeles,10,366025,5.79,94979.25,2025-03
4057,Chicago,2,2897,2.68,209810.0,2025-03
4058,Miami,2,160925,5.66,1929462.63,2025-03
4059,Boston,9,339546,2.54,898423.18,2024-08
4060,Houston,8,328754,5.42,1399837.05,2024-11
4061,Houston,1,3016,4.19,77248.28,2025-04
4062,Chicago,3,228590,9.28,1505373.79,2025-03
4063,Los Angeles,2,199440,4.4,1142054.74,2024-09
4064,Los Angeles,9,260765,3.25,1826169.04,2024-08
4065,Houston,9,455537,2.13,947567.23,2024-12
4066,Houston,6,377947,4.26,1288976.64,2024-08
4067,Houston,10,223672,7.89,320489.64,2024-12
4068,San Francisco,9,388804,1.64,578299.01,2024-11
4069,Los Angeles,9,164337,2.63,1614361.68,2025-03
4070,Miami,3,219352,6.59,1011496.92,2024-10
4071,New York,6,118352,5.38,370824.25,2024-10
4072,Phoenix,2,141942,4.13,1700340.65,2024-11
4073,New York,6,376875,1.79,1201405.4,2024-10
4074,Boston,2,318434,1.08,176817.18,2025-02
4075,Boston,6,443900,8.86,1421392.61,2024-08
4076,Seattle,1,374445,3.49,1009116.95,2025-01
4077,Phoenix,8,424195,4.61,634412.23,2025-02
4078,Chicago,10,172915,7.66,940256.08,2024-09
4079,Boston,2,256,1.69,1072755.62,2024-08
4080,Seattle,3,472868,9.32,1086628.3,2025-03
4081,Chicago,6,8607,5.34,1255984.97,2024-12
4082,New York,9,371135,3.37,1241692.7,2025-03
4083,San Francisco,8,50024,7.19,1330600.46,2025-02
4084,Los Angeles,8,241566,9.0,963037.46,2025-03
4085,Los Angeles,8,478918,9.54,265025.92,2025-02
4086,New York,10,62610,2.31,1283535.02,2024-07
4087,Los Angeles,3,440097,1.02,1661966.3,2024-09
4088,Miami,6,422714,5.75,556594.68,2024-07
4089,Houston,4,193826,1.18,332355.98,2025-04
4090,Denver,9,316220,9.81,783118.91,2024-09
4091,Miami,5,327029,6.43,897433.96,2024-11
4092,Seattle,4,267533,2.02,386218.51,2025-02
4093,Houston,4,410900,4.63,824246.69,2024-10
4094,Los Angeles,6,395848,3.59,147939.14,2024-07
4095,Seattle,10,381085,4.62,797169.86,2024-09
4096,Phoenix,7,186928,1.89,85472.33,2025-04
4097,Boston,3,407957,6.65,1620338.09,2024-09
4098,New York,3,479231,7.08,666417.62,2024-12
4099,Miami,8,265088,9.1,1400771.17,2024-07
4100,Houston,3,359365,8.99,587043.12,2025-04
4101,Seattle,8,83993,4.79,929018.05,2024-09
4102,New York,7,376379,5.24,302227.68,2024-12
4103,San Francisco,5,191469,5.89,1197904.98,2024-09
4104,Phoenix,8,403338,8.96,1031807.84,2024-09
4105,Miami,9,10900,2.48,1927792.96,2025-03
4106,Boston,6,252127,2.41,182925.78,2025-01
4107,Chicago,3,296824,3.45,1768347.92,2025-04
4108,Los Angeles,5,34130,3.72,828150.03,2024-10
4109,Houston,8,244834,9.87,700441.79,2024-10
4110,Houston,5,99077,5.0,1988524.57,2024-07
4111,Houston,9,18668,1.58,535894.21,2024-10
4112,Seattle,10,190942,2.22,247829.95,2025-03
4113,Miami,10,250325,8.26,1102580.15,2024-07
4114,Boston,7,236561,7.27,954232.39,2024-10
4115,Seattle,4,436700,7.8,1363487.67,2024-09
4116,San Francisco,2,365201,9.69,777433.81,2024-07
4117,New York,7,132878,2.56,1160507.12,2024-09
4118,Denver,4,83114,2.18,775084.82,2025-02
4119,Miami,5,92431,1.19,875373.37,2025-04
4120,San Francisco,3,498499,6.2,34613.39,2024-07
4121,Los Angeles,10,128350,3.6,419437.2,2024-11
4122,Denver,7,253967,4.39,360521.48,2025-03
4123,Denver,4,342013,6.12,1383675.23,2025-02
4124,New York,5,134380,5.95,1106596.57,2025-02
4125,Houston,7,435076,2.5,267180.44,2025-03
4126,Boston,1,453389,1.92,647256.66,2025-02
4127,Phoenix,4,82029,6.15,1274793.36,2024-09
4128,Los Angeles,3,332234,1.19,1468935.54,2024-07
4129,Houston,8,11396,9.01,89940.61,2024-12
4130,Seattle,5,102094,8.51,463852.78,2025-03
4131,Phoenix,3,443551,2.42,323618.25,2025-01
4132,Chicago,10,54631,8.95,31462.45,2024-08
4133,New York,3,114073,8.46,1455105.69,2024-10
4134,San Francisco,7,369639,5.9,124880.96,2025-02
4135,Houston,1,179350,2.87,1843734.24,2024-09
4136,Boston,1,128896,9.97,894189.58,2025-04
4137,Phoenix,7,495802,9.44,1256697.88,2025-02
4138,Houston,4,364974,8.4,1560926.62,2025-01
4139,San Francisco,10,81368,3.12,1132981.92,2024-08
4140,Miami,3,373904,2.05,1096940.48,2025-02
4141,Phoenix,2,27371,8.98,1398777.21,2024-07
4142,Boston,5,97321,4.28,1569793.75,2024-11
4143,Miami,8,74007,1.19,995629.05,2024-09
4144,Phoenix,8,474496,1.19,259013.33,2025-02
4145,Seattle,9,223213,2.14,178175.7,2024-11
4146,New York,4,385146,7.37,1666666.43,2025-03
4147,New York,10,38567,7.01,869748.6,2024-12
4148,San Francisco,6,264119,8.63,1177967.12,2025-02
4149,Boston,7,470855,5.25,1529977.81,2024-11
4150,San Francisco,8,55267,1.65,292586.9,2025-01
4151,New York,9,257962,5.07,81855.23,2025-04
4152,Miami,10,379733,1.89,709232.08,2024-10
4153,Houston,7,132544,9.31,1846697.02,2024-07
4154,Denver,2,447701,5.32,732807.69,2024-07
4155,Chicago,9,465378,1.49,926559.93,2024-08
4156,Chicago,9,331384,4.03,1704164.35,2025-03
4157,Chicago,9,144300,9.94,962061.12,2024-09
4158,Los Angeles,10,253624,8.16,586436.04,2024-11
4159,Phoenix,3,382817,1.27,739369.16,2024-07
4160,Chicago,4,256200,8.68,827356.54,2024-07
4161,Los Angeles,1,130574,8.53,1784621.27,2024-12
4162,Los Angeles,9,117530,7.91,1532254.58,2025-04
4163,Los Angeles,7,450650,4.07,745978.32,2024-08
4164,Seattle,5,412052,7.99,1604338.06,2024-11
4165,Denver,5,298060,3.26,1659440.28,2024-08
4166,San Francisco,7,247639,3.24,1088527.56,2024-11
4167,Chicago,8,248361,8.41,485323.29,2024-12
4168,Houston,3,12376,2.7,368389.46,2024-11
4169,Miami,9,157904,2.11,849296.67,2024-11
4170,Seattle,10,73804,4.41,501396.99,2024-09
4171,Seattle,3,435662,8.77,1924922.11,2025-04
4172,Phoenix,4,263990,7.35,116344.95,2024-09
4173,Miami,3,488732,9.17,387070.01,2024-10
4174,San Francisco,9,51434,4.83,364455.73,2025-03
4175,Boston,5,300369,7.86,894787.73,2024-10
4176,Boston,10,205702,5.26,266860.79,2024-11
4177,Seattle,1,20425,3.6,615242.04,2025-03
4178,Boston,10,306987,4.74,908905.98,2025-04
4179,Miami,2,441632,8.62,1992760.74,2024-10
4180,Denver,5,322156,1.08,1407144.67,2024-07
4181,Seattle,3,47925,8.84,768721.88,2024-08
4182,Los Angeles,8,190652,8.24,148866.44,2025-01
4183,Houston,4,406430,1.08,435439.46,2024-09
4184,Chicago,6,408849,9.41,870123.55,2024-09
4185,New York,8,103347,4.88,482463.94,2024-12
4186,Seattle,7,307374,5.29,1001815.23,2025-03
4187,Houston,7,128824,1.06,87362.12,2024-12
4188,Boston,2,451396,5.59,1019886.89,2024-07
4189,San Francisco,10,343181,4.72,1209345.59,2025-04
4190,Seattle,3,497768,7.46,180846.53,2024-09
4191,San Francisco,2,166779,5.25,608662.01,2024-12
4192,San Francisco,5,458817,5.04,1869076.25,2024-11
4193,New York,2,334213,1.62,424401.95,2024-07
4194,Miami,3,347734,2.78,745319.4,2024-08
4195,Houston,5,434505,3.12,165629.11,2024-12
4196,New York,1,54459,5.54,209220.13,2024-07
4197,San Francisco,10,58014,1.47,1593213.44,2024-07
4198,Chicago,4,454163,5.27,626919.57,2024-11
4199,Phoenix,4,279242,4.95,684555.45,2024-09
4200,Seattle,2,57438,8.81,1329335.75,2025-04
4201,Los Angeles,1,121685,9.03,1047641.21,2024-07
4202,New York,3,406204,1.88,971998.04,2025-02
4203,San Francisco,10,295896,5.7,371796.42,2024-10
4204,New York,4,499731,1.36,230028.57,2024-09
4205,San Francisco,3,492557,6.55,519281.82,2025-01
4206,Phoenix,2,264155,4.23,1893141.56,2025-03
4207,Houston,10,95159,8.23,1949647.36,2025-04
4208,Houston,2,434852,8.43,1390952.98,2024-07
4209,Phoenix,3,76243,4.06,1066791.11,2025-03
4210,Los Angeles,6,24497,2.51,325817.42,2024-08
4211,Seattle,3,3401,9.73,1346411.72,2025-01
4212,Boston,7,454665,6.86,1639847.19,2024-12
4213,Houston,5,131823,9.92,722814.01,2024-08
4214,Boston,6,109723,7.36,994851.11,2024-10
4215,Seattle,2,143985,4.72,1407829.82,2025-03
4216,Boston,3,356260,1.14,1954779.89,2025-04
4217,Chicago,9,356245,2.69,1909990.77,2024-08
4218,Phoenix,1,145040,7.48,1000815.78,2025-04
4219,Seattle,4,488674,8.37,1026907.0,2024-07
4220,New York,4,425430,8.67,1795742.57,2025-02
4221,San Francisco,10,256974,4.24,884389.97,2024-10
4222,Phoenix,9,213314,5.05,1098587.54,2024-07
4223,Houston,3,250564,4.46,504219.39,2024-11
4224,Phoenix,8,188098,7.52,985402.35,2024-08
4225,Houston,1,106535,9.7,1204531.3,2024-12
4226,Phoenix,4,317402,1.98,664710.93,2025-04
4227,New York,9,256970,3.64,225906.06,2024-08
4228,Seattle,2,439576,7.03,602457.69,2025-01
4229,New York,4,38545,9.12,191398.24,2024-10
4230,Denver,7,2838,2.55,356301.09,2024-09
4231,Phoenix,1,180530,4.47,1288818.3,2024-11
4232,Houston,4,130181,6.67,1952129.76,2025-04
4233,Boston,6,347684,4.04,925990.73,2025-03
4234,Houston,2,16098,7.58,1300251.33,2024-08
4235,Phoenix,6,53408,7.75,770624.24,2025-01
4236,Houston,6,373780,8.2,114224.68,2024-11
4237,Seattle,3,116757,2.72,860116.37,2024-09
4238,Chicago,1,260327,8.77,1531469.96,2024-11
4239,Miami,5,105454,5.23,1266824.19,2025-02
4240,Boston,3,359370,5.63,1042520.54,2024-09
4241,Houston,5,174024,7.9,726287.15,2025-02
4242,San Francisco,10,485263,3.73,1055990.92,2025-04
4243,San Francisco,7,355874,7.53,1798986.19,2024-10
4244,Boston,1,371271,1.29,875478.58,2025-02
4245,Phoenix,9,3479,2.54,236263.18,2025-03
4246,Houston,6,182788,2.01,1082515.59,2024-10
4247,Chicago,3,254443,9.56,1641753.83,2024-09
4248,Chicago,3,449239,9.14,584862.49,2024-11
4249,Seattle,4,440723,1.62,963995.87,2024-11
4250,Houston,7,261064,1.63,156636.57,2025-02
4251,Seattle,1,97086,1.95,1513728.89,2025-02
4252,New York,7,26813,9.55,1219511.24,2025-03
4253,Miami,10,267004,5.28,321887.09,2024-12
4254,Miami,5,49714,9.27,1725237.36,2024-11
4255,Miami,8,266178,9.72,785935.98,2025-02
4256,Los Angeles,1,202179,1.93,717371.68,2024-11
4257,Los Angeles,8,291633,3.59,101275.14,2024-10
4258,Boston,5,391960,6.37,522314.24,2024-09
4259,Boston,2,441845,9.97,943768.22,2024-10
4260,Chicago,5,161213,8.24,590703.01,2025-03
4261,San Francisco,1,319416,3.91,767553.73,2024-08
4262,Seattle,10,344428,1.24,563301.91,2025-02
4263,Los Angeles,3,264209,3.32,1390381.41,2025-01
4264,Los Angeles,1,446145,9.37,70664.29,2024-09
4265,Seattle,3,476089,1.54,797653.33,2025-03
4266,San Francisco,2,95482,9.69,1706204.62,2025-01
4267,Miami,5,230911,8.71,418228.79,2025-02
4268,New York,6,431994,6.66,1874671.73,2025-02
4269,Houston,2,114998,2.56,1903809.16,2025-01
4270,New York,9,92783,1.85,1602760.71,2025-04
4271,New York,2,69043,8.2,1114447.08,2024-11
4272,Los Angeles,7,237342,5.69,766607.32,2025-03
4273,Los Angeles,3,33258,6.48,1025029.71,2024-07
4274,Los Angeles,7,302701,3.16,1819946.07,2025-01
4275,Denver,10,4906,2.46,1894496.8,2024-10
4276,San Francisco,7,122207,9.61,1263771.02,2025-02
4277,Boston,1,185334,2.27,775074.97,2025-02
4278,Denver,1,62358,5.02,1149851.94,2024-10
4279,Los Angeles,5,477327,4.93,1441060.23,2024-07
4280,Denver,2,251547,3.54,644102.99,2024-10
4281,Denver,9,371655,9.17,381325.0,2025-01
4282,Phoenix,7,121118,4.29,1840399.68,2024-11
4283,Denver,10,356570,9.7,1218640.56,2024-10
4284,Boston,4,341111,8.78,1430308.15,2024-07
4285,New York,5,350601,3.03,1147667.77,2025-01
4286,San Francisco,6,142872,1.15,1257882.62,2025-01
4287,Denver,1,35947,8.01,1413322.81,2025-04
4288,Seattle,10,206073,4.41,1493565.72,2025-03
4289,San Francisco,3,444398,4.18,977238.83,2024-10
4290,Boston,2,56665,6.45,1987229.46,2025-01
4291,Boston,10,401990,3.62,682876.18,2025-04
4292,Boston,8,360383,4.49,1403275.36,2024-12
4293,Chicago,10,78071,1.36,179974.32,2025-03
4294,Houston,7,404992,2.57,1715423.98,2024-07
4295,Denver,3,43127,5.44,1311704.83,2025-02
4296,Phoenix,3,171858,4.02,1268846.79,2024-09
4297,Phoenix,9,108482,1.03,429552.47,2024-10
4298,Houston,6,124490,4.48,1057035.69,2024-09
4299,Miami,6,332251,3.14,1607275.09,2024-09
4300,Phoenix,5,169425,4.32,230273.58,2025-02
4301,Phoenix,9,332581,4.55,1475050.15,2025-04
4302,Los Angeles,7,460865,9.75,1323318.66,2024-10
4303,Seattle,7,136595,1.72,422941.62,2024-07
4304,New York,4,405451,2.1,733651.67,2025-03
4305,Phoenix,2,150276,3.85,1115557.94,2025-03
4306,Miami,5,394788,4.98,539793.17,2024-12
4307,Los Angeles,8,207515,9.81,1226235.52,2025-03
4308,Phoenix,9,182131,5.46,1092460.35,2025-02
4309,New York,8,174865,5.34,1192594.46,2024-09
4310,Denver,1,105305,1.06,535694.5,2025-04
4311,New York,10,489879,5.24,1897641.3,2024-07
4312,Miami,6,498593,1.48,359966.53,2025-01
4313,Houston,7,209038,8.83,1386775.97,2024-10
4314,Phoenix,7,265180,5.52,1323586.27,2024-10
4315,Boston,4,464988,4.31,1799938.46,2024-12
4316,Chicago,4,185812,8.47,634482.91,2025-02
4317,San Francisco,10,377605,9.13,1993756.63,2025-02
4318,Miami,5,277638,8.51,566338.5,2025-01
4319,Boston,8,101477,9.36,1882744.07,2025-01
4320,Miami,8,251615,4.49,1175459.04,2024-12
4321,Phoenix,3,298359,2.15,921371.2,2025-02
4322,Houston,5,49027,1.08,543956.75,2024-12
4323,Phoenix,3,158859,5.05,1254224.66,2024-11
4324,Los Angeles,8,145725,6.13,1913503.9,2024-10
4325,San Francisco,7,197310,9.7,183409.56,2025-03
4326,New York,4,306464,8.16,1355212.68,2025-04
4327,Denver,9,252868,8.31,667833.15,2024-10
4328,Miami,1,159420,1.86,550748.2,2024-08
4329,New York,2,336460,3.53,596818.76,2024-11
4330,Phoenix,10,304906,3.21,1064447.98,2025-01
4331,Miami,4,31157,7.55,197150.14,2024-08
4332,Phoenix,7,363122,4.03,1819276.0,2025-01
4333,Denver,5,239535,2.05,895299.63,2025-01
4334,New York,8,15065,4.08,1568881.4,2024-08
4335,Miami,9,30275,2.36,1947055.07,2024-12
4336,Boston,8,110518,4.78,1049721.0,2024-12
4337,San Francisco,6,201698,5.26,235669.02,2025-04
4338,Chicago,8,118330,9.98,1969354.88,2025-03
4339,New York,5,88580,8.74,518846.26,2025-01
4340,Houston,5,334804,3.0,737740.75,2025-02
4341,Phoenix,7,118341,5.54,1825257.11,2024-08
4342,Miami,2,112492,6.77,301858.95,2024-12
4343,Phoenix,8,139455,6.63,662073.73,2024-07
4344,Houston,3,346272,3.72,1069329.04,2024-08
4345,Miami,3,10271,7.16,413361.74,2025-02
4346,Houston,6,453375,3.38,68223.04,2024-12
4347,Phoenix,4,183540,9.06,323237.85,2025-04
4348,Chicago,10,430311,7.67,798770.51,2024-07
4349,Houston,3,144798,3.57,1994956.02,2024-12
4350,Los Angeles,7,127386,8.69,1169457.32,2024-07
4351,Miami,4,284552,5.29,623827.61,2024-09
4352,Chicago,4,174500,6.48,1761916.08,2024-09
4353,Los Angeles,1,491258,5.58,66376.09,2025-03
4354,Chicago,10,117997,8.09,878665.93,2024-07
4355,Chicago,5,50690,8.51,864862.25,2024-08
4356,Houston,1,439141,8.65,1281285.63,2024-08
4357,Phoenix,3,429469,1.4,1987484.55,2024-08
4358,New York,6,456594,8.25,1220862.47,2025-03
4359,Phoenix,9,494818,5.09,2682.32,2024-07
4360,Seattle,9,76442,8.7,1249424.33,2024-07
4361,Phoenix,7,479648,6.59,1604057.8,2024-10
4362,Boston,10,225043,6.43,1083670.87,2025-04
4363,New York,9,394311,9.56,1851614.49,2024-12
4364,Seattle,3,392147,1.63,169402.58,2024-10
4365,Phoenix,7,59735,2.49,179813.0,2024-12
4366,Phoenix,3,7596,7.09,1049756.4,2024-11
4367,Phoenix,5,7697,3.41,1410101.49,2024-10
4368,Los Angeles,6,197615,1.4,210853.86,2024-10
4369,Los Angeles,9,91231,9.64,1464086.09,2024-12
4370,Los Angeles,2,453938,1.35,577733.24,2025-04
4371,Miami,6,423404,8.74,1170211.21,2024-09
4372,Los Angeles,9,92513,1.61,751279.03,2025-03
4373,Denver,10,473664,9.83,1185503.89,2025-04
4374,Seattle,9,1677,2.99,1440474.16,2024-11
4375,San Francisco,3,204683,6.53,1050474.21,2024-09
4376,Los Angeles,6,318186,3.68,368544.52,2025-02
4377,Denver,4,86541,8.68,871874.02,2024-08
4378,Houston,6,198079,4.36,104034.77,2024-10
4379,San Francisco,3,241559,3.03,728224.41,2025-03
4380,Miami,7,496463,9.9,1269607.85,2024-08
4381,Boston,1,149568,3.9,487749.88,2025-01
4382,San Francisco,7,252525,5.11,184645.4,2024-11
4383,Denver,5,143418,5.32,442620.76,2025-01
4384,Houston,6,328311,5.2,251608.41,2025-04
4385,Boston,5,143206,7.97,521362.92,2025-04
4386,Phoenix,10,336789,2.21,1843633.05,2024-09
4387,Seattle,2,206511,6.87,1573987.18,2024-08
4388,Los Angeles,4,237045,4.54,1452372.88,2024-10
4389,Boston,1,99300,7.45,525207.8,2024-07
4390,San Francisco,5,54894,1.19,1314329.39,2024-09
4391,Miami,4,483317,2.24,474312.23,2024-09
4392,Miami,1,392619,5.7,729351.91,2024-12
4393,San Francisco,6,423155,7.21,1211946.33,2024-08
4394,Denver,8,465859,9.48,376278.83,2024-12
4395,San Francisco,2,234586,4.87,491173.35,2024-09
4396,Boston,5,367599,5.02,975987.5,2025-01
4397,Boston,6,181693,7.03,378844.04,2025-03
4398,Phoenix,6,492810,5.32,1950107.86,2025-04
4399,Houston,10,198198,5.96,50561.14,2024-10
4400,San Francisco,5,302876,1.29,1087078.61,2025-04
4401,Boston,4,449387,7.24,1347905.71,2025-01
4402,Miami,6,168743,4.45,1924598.06,2024-08
4403,Phoenix,3,23566,8.23,466495.36,2024-10
4404,Phoenix,1,290014,8.08,1619070.97,2025-01
4405,Miami,4,305103,3.22,1103519.16,2025-04
4406,Miami,4,170232,1.08,702383.99,2024-12
4407,San Francisco,1,329349,1.17,1633762.74,2024-10
4408,Houston,1,335300,9.55,1559133.74,2025-02
4409,Houston,10,496397,8.99,1180547.24,2025-03
4410,San Francisco,6,371693,5.0,260320.65,2025-01
4411,Phoenix,4,22358,8.27,1437370.19,2024-12
4412,New York,4,336263,8.67,1677409.17,2024-11
4413,Houston,2,161678,2.95,1822497.91,2024-12
4414,Seattle,2,322671,4.28,1615465.31,2025-03
4415,Denver,4,455758,3.34,296549.34,2025-01
4416,Chicago,3,427634,6.73,1330537.55,2024-07
4417,Seattle,4,47149,5.34,169888.93,2024-12
4418,Phoenix,9,250084,4.91,298970.76,2024-11
4419,Phoenix,8,432353,8.63,1603286.32,2025-02
4420,Phoenix,8,428305,4.18,987612.58,2025-01
4421,Boston,7,283247,8.42,89565.77,2024-11
4422,Houston,4,417097,8.25,969046.99,2024-11
4423,Boston,8,106960,5.22,198545.88,2024-07
4424,Houston,9,350207,1.55,139913.4,2025-04
4425,Denver,8,284427,3.28,568921.64,2024-11
4426,Seattle,10,472580,1.71,880934.46,2025-02
4427,San Francisco,7,159736,8.68,854253.19,2024-08
4428,Phoenix,1,144741,8.5,1275340.81,2024-07
4429,Phoenix,6,190170,2.0,1955469.95,2024-08
4430,San Francisco,5,319002,8.97,869926.93,2024-07
4431,Houston,7,476631,6.49,877824.52,2025-01
4432,Miami,3,206691,9.81,1148771.38,2024-12
4433,San Francisco,4,90433,8.08,1268886.26,2024-09
4434,Miami,7,42859,3.09,1797669.16,2024-10
4435,Phoenix,4,407865,4.75,1702344.16,2024-12
4436,Seattle,5,314227,2.73,1696237.02,2024-08
4437,Seattle,4,459920,8.88,85249.53,2025-02
4438,Phoenix,10,166446,8.54,1878300.26,2024-12
4439,Miami,2,53121,3.92,356815.04,2024-07
4440,Seattle,10,298334,8.34,1725420.26,2024-08
4441,Los Angeles,8,217826,6.82,637634.03,2024-11
4442,San Francisco,1,166760,2.67,1109270.37,2025-03
4443,Los Angeles,6,229865,3.25,549394.15,2024-08
4444,Houston,9,24715,9.52,663042.15,2024-10
4445,Phoenix,5,449671,5.71,1701824.72,2025-03
4446,Phoenix,3,358956,8.42,511648.68,2025-02
4447,Chicago,5,78644,8.05,889138.04,2024-08
4448,Los Angeles,8,42435,2.86,1691529.89,2024-11
4449,Miami,7,487271,8.64,1013852.23,2024-08
4450,Phoenix,1,322114,4.47,1133787.59,2024-12
4451,New York,6,132831,8.03,1405942.33,2024-11
4452,Boston,5,408778,1.57,119667.98,2024-10
4453,San Francisco,6,281901,8.19,1988656.5,2024-09
4454,San Francisco,6,93033,6.28,841590.27,2025-01
4455,Los Angeles,7,395588,3.36,1816574.26,2025-02
4456,Miami,6,321826,4.89,1291584.81,2025-04
4457,New York,7,238142,4.78,264606.06,2024-07
4458,Chicago,3,208620,9.8,67548.76,2025-02
4459,Chicago,9,125411,2.96,155188.57,2024-12
4460,San Francisco,2,416519,2.35,1750711.51,2024-11
4461,Phoenix,3,462587,8.31,495195.88,2024-07
4462,Miami,3,269387,9.06,1202336.4,2024-12
4463,Miami,2,448137,7.18,379818.74,2025-02
4464,San Francisco,1,333725,3.66,1389292.69,2024-10
4465,Los Angeles,2,435654,8.55,1951603.3,2024-10
4466,Los Angeles,5,471321,5.17,724280.8,2025-04
4467,Chicago,7,228180,9.37,1815140.32,2025-04
4468,New York,1,15808,2.65,998602.6,2025-03
4469,San Francisco,8,280760,6.99,1780100.78,2025-03
4470,New York,2,93804,9.05,1095216.13,2025-04
4471,Los Angeles,3,161990,4.45,449329.94,2025-03
4472,Miami,9,169811,5.81,1347304.27,2024-10
4473,Denver,9,437694,2.42,1768358.86,2025-02
4474,Miami,1,496700,7.04,245765.62,2025-01
4475,Los Angeles,9,487099,2.12,273469.17,2024-08
